	[]
32571890	['ovarian carcinoma', 'small cell lung cancer', ' rb ', 'prostate cancer', 'breast cancer', 'lung cancer', 'melanoma', 'gastric cancer', 'ovarian cancer']
31772275	['hepatocellular carcinoma', 'breast cancer', 'melanoma', 'colon cancer', 'colorectal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma']
32571890	['small cell lung cancer', 'endometrial cancer', 'vaginal cancer', 'endometrial ca', 'breast cancer', 'lung cancer', 'nsclc', 'non-small cell lung cancer', 'gastric cancer', 'ovarian cancer']
32722427	['glioma', 'prostate cancer', 'brain cancer', 'breast cancer', 'glioblastoma multiforme', 'neuroblastoma', 'malignant glioma', 'lymphoma', 'peripheral t-cell lymphoma', 'glioblastoma', 'medulloblastoma', 'ovarian cancer']
32913197	['small cell lung cancer', ' rb ', 'nsclc', 'breast cancer', 'chronic lymphocytic leukemia', 'leukemia', 'non-small cell lung cancer', 'lymphoma', 'medulloblastoma', 'lung adenocarcinoma', 'lung cancer']
28387316	['squamous cell carcinoma', 'lung adenocarcinoma', 'lung cancer']
31772275	['small cell lung cancer', 'prostate cancer', 'breast cancer', 'colon cancer', 'colorectal adenocarcinoma', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma', 'lung cancer']
33037194	['sarcoma', 'squamous cell carcinoma', 'breast cancer', 'melanoma', 'pancreatic ductal adenocarcinoma', 'myeloma', 'lung cancer', 'colon carcinoma', 'glioma', 'ovarian cancer', 'prostate cancer', 'rectal cancer', 'malignant glioma', 'hepatocellular cancer', 'hepatocellular carcinoma', 'breast carcinoma', 'colorectal cancer', 'pancreatic cancer', 'gastric cancer', 'mammary tumor']
33431859	['small cell lung cancer', 'prostate cancer', 'gastrointestinal', 'colon cancer', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'lung cancer']
28387316	[' tam ', 'lung cancer']
31480389	[' rb ', 'vulvar cancer', 'breast cancer', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'retinoblastoma']
31413316	['breast cancer', 'breast tumor']
31480389	['small cell lung cancer', 'sarcoma', ' rb ', 'prostate cancer', 'gastrointestinal', 'breast cancer', 'melanoma', 'pancreatic tumor', 'liver cancer', 'pancreatic adenocarcinoma', 'thyroid cancer', 'non-small cell lung cancer', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'lung cancer']
31413316	['colorectal cancer', 'rectal cancer', 'breast cancer']
32316322	['small cell lung cancer', 'nsclc', 'non-small cell lung cancer', 'lymphoma', 'lung carcinoma', 'lung adenocarcinoma', 'lung cancer']
31480389	['glioma', 'Gastrointestinal stromal tumor', 'gastrointestinal', 'breast cancer', 'gastrointestinal stromal tumor', 'colon cancer', 'gastrointestinal stromal tumors', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'ovarian cancer']
28387316	['adenosquamous lung carcinoma', 'small cell lung cancer', 'squamous carcinoma', 'prostate cancer', 'squamous cell carcinoma', 'skin cancer', 'melanoma', 'breast cancer', 'non-small cell lung cancer', 'lymphoma', ' tam ', 'lung carcinoma', 'pancreatic ductal adenocarcinoma', 'lung squamous cell carcinoma', 'breast tumor', 'lung adenocarcinoma', 'lung cancer']
31772275	['colorectal cancer', 'rectal cancer', 'hepatocellular carcinoma', 'prostate cancer']
24025166	['dcis', 'breast cancer', 'breast carcinoma']
28977993	['small cell lung cancer', 'pancreatic cancer', 'nsclc', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'lung adenocarcinoma', 'lung cancer']
33262337	['glioma', 'prostate cancer', 'breast cancer', 'nsclc', 'colorectal cancer', 'rectal cancer', 'ovarian cancer']
24025166	['dcis', 'basal cell carcinoma', 'breast cancer']
28977993	['squamous cell carcinoma', 'cholangiocarcinoma', 'nsclc', 'pancreatic tumor', 'colon cancer', 'colon adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma', 'lung adenocarcinoma', 'lung cancer']
33050151	['glioma', 'prostate cancer', 'breast cancer', 'melanoma', 'pancreatic tumor', 'colon cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung adenocarcinoma']
24025166	['dcis', 'melanoma', 'breast cancer']
28977993	['prostate cancer', 'cholangiocarcinoma', 'pancreatic cancer', 'nsclc', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'colon adenocarcinoma']
31413316	['breast cancer', 'mammary carcinoma', 'breast tumor', 'metastatic cancer', 'mammary tumor']
33050144	['sarcoma', 'squamous cell carcinoma', 'breast cancer', 'bladder cancer', 'leukemia', 'melanoma', 'breast tumor', 'lung adenocarcinoma', 'ovarian cancer', 'lung cancer', 'glioma', 'prostate cancer', 'osteosarcoma', ' gbm ', 'rectal cancer', 'renal cell carcinoma', 'colon cancer', 'renal cancer', 'neck cancer', 'hepatocellular carcinoma', 'gastrointestinal', 'head and neck cancer', 'colorectal cancer', 'pancreatic cancer', 'glioblastoma']
31413316	['breast cancer', 'ovarian cancer']
33083012	['small cell lung cancer', 'squamous cell carcinoma', 'nsclc', 'colon cancer', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'lung squamous cell carcinoma', 'lung cancer']
28977993	['small cell lung cancer', 'cholangiocarcinoma', 'gastrointestinal', 'nsclc', 'rectal cancer', 'non-small cell lung cancer', 'colorectal cancer', 'pancreatic cancer', 'lung cancer']
32316322	['small cell lung cancer', 'nsclc', 'non-small cell lung cancer', 'lung carcinoma', 'lung adenocarcinoma', 'lung cancer']
33083012	['oligodendroglioma', 'glioma', 'nsclc', 'head and neck cancer', 'epithelial cancer', 'neck cancer', 'lung cancer']
32722427	['glioma', 'liver cancer', 'brain tumour', 'melanoma', 'glioblastoma']
28977993	['prostate cancer', 'pancreatic cancer', 'pancreatic adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'lung cancer']
31937780	['small cell lung cancer', 'ovarian cancer', 'breast cancer', 'chronic lymphocytic leukemia', 'leukemia', 'breast tumor', 'primary breast cancer', 'lung cancer']
23925389	['ewing sarcoma', 'chondrosarcoma', 'breast carcinoma', 'malignant tumor', 'adenoid cystic carcinoma', 'chondroblastoma', 'sarcoma', 'breast cancer', 'osteosarcoma', 'phyllodes tumor']
32316322	['small cell lung cancer', 'squamous cell carcinoma', 'nsclc', 'non-small cell lung cancer', 'lung squamous cell carcinoma', 'lung adenocarcinoma', 'lung cancer']
31480389	['squamous cell carcinoma', 'breast cancer', 'myeloid leukemia', 'gastrointestinal stromal tumors', 'leukemia', 'blood cancer', 'acute myeloid leukemia', 'melanoma', 'retinoblastoma', 'lung cancer', 'glioma', 'Gastrointestinal stromal tumor', 'gastrointestinal stromal tumor', 'non-small cell lung cancer', 'malignant glioma', 'rectal cancer', 'malignant melanoma', 'childhood acute myeloid leukemia', 'lymphoma', 'small cell lung cancer', ' rb ', 'malignant tumor', 'gastrointestinal', 'mantle cell lymphoma', 'chronic lymphocytic leukemia', 'colorectal cancer', 'glioblastoma']
23925389	['chordoma', 'ewing sarcoma', 'chondrosarcoma', 'chondroblastoma', 'sarcoma', 'breast carcinoma', 'mucosal melanoma', 'squamous cell carcinoma', 'gastric cancer', 'breast cancer', 'osteosarcoma', 'rectal cancer', 'colorectal cancer', 'melanoma', 'pancreatic ductal adenocarcinoma', 'esophageal cancer']
33083012	['small cell lung cancer', 'breast cancer', 'colon cancer', 'rectal cancer', 'non-small cell lung cancer', 'colorectal cancer', 'melanoma', 'glioblastoma', 'lung adenocarcinoma', 'lung cancer']
23925389	['hepatocellular carcinoma', 'endometrial carcinoma', 'breast carcinoma', 'breast cancer', 'melanoma', 'endometrial ca', 'nsclc', 'lung carcinoma', 'colorectal cancer', 'rectal cancer', 'renal cell carcinoma', 'malignant melanoma', ' rcc ']
24025166	['breast carcinoma', 'ductal carcinoma in situ', 'dcis', 'breast cancer', 'epithelial cancer', 'breast ductal carcinoma']
23925389	['sarcoma', 'endometrial carcinoma', 'breast cancer', 'endometrial ca', 'osteosarcoma', 'soft tissue sarcoma', ' rcc ']
31930708	['breast cancer']
23925389	['sarcoma', 'liposarcoma', 'rhabdomyosarcoma', 'neuroendocrine tumor', 'synovial sarcoma', 'neuroendocrine neoplasm', 'myxoid liposarcoma', 'leiomyosarcoma', 'pancreatic neuroendocrine tumors', 'soft tissue sarcoma']
31930708	['melanoma', 'breast cancer', 'breast carcinoma']
23925389	['glioma', 'sarcoma', 'thyroid neoplasm', 'paraganglioma', 'follicular carcinoma', 'rhabdomyosarcoma', 'medullary carcinoma', 'thyroid cancer', 'anaplastic thyroid carcinoma', 'leiomyosarcoma', 'pituitary adenoma', 'pheochromocytoma', 'alveolar rhabdomyosarcoma', 'follicular thyroid carcinoma']
31937780	['acute myeloid leukemia', 'breast cancer', 'lung cancer', 'myeloid leukemia', 'leukemia', 'melanoma', 'breast tumor', 'ovarian cancer']
31480389	['squamous cell carcinoma', 'cholangiocarcinoma', 'breast cancer', 'brain tumors', 'leukemia', 'retinoblastoma', 'lung cancer', 'ovarian cancer', 'prostate cancer', 'nsclc', 'rectal cancer', 'colon cancer', 'pancreatic adenocarcinoma', 'lymphoma', ' cll ', 'small cell lung cancer', ' rb ', 'head and neck squamous cell carcinoma', 'acute leukemia', 'mantle cell lymphoma', 'colorectal cancer', 'glioblastoma']
23925389	['sarcoma', 'paranasal sinus', 'adenoid cystic carcinoma', 'rhabdomyosarcoma', 'duct carcinoma', 'lymphoma', 'leiomyosarcoma', 'melanoma', 'malignant melanoma', 'alveolar rhabdomyosarcoma']
27553392	['gastric cancer', 'gastrointestinal', 'melanoma', 'colon cancer', 'mucinous adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'gastrointestinal carcinoma', 'esophageal cancer', 'gastric carcinoma']
33050151	['pancreatic carcinoma', 'breast cancer', 'pancreatic tumor', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'ovarian cancer']
24025166	['breast carcinoma', 'ductal carcinoma in situ', 'dcis', 'breast cancer', 'mammary tumor']
23925389	['head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'nsclc', 'melanoma', 'uveal melanoma', 'non-small cell lung carcinoma', 'lung carcinoma', 'meningioma']
27553392	['sarcoma', 'hepatocellular carcinoma', 'squamous cell carcinoma', 'breast cancer', 'ampullary carcinoma', 'colorectal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'rectal adenocarcinoma', 'head cancer', 'pancreatic acinar cell carcinoma']
32316322	['small cell lung cancer', 'sarcoma', 'prostate cancer', 'squamous cell carcinoma', 'cervical cancer', 'osteosarcoma', 'non-small cell lung cancer', 'non-small cell lung carcinoma', 'lung carcinoma', 'lung adenocarcinoma', 'lung cancer']
27553392	['small cell lung cancer', 'sarcoma', 'squamous cell carcinoma', 'epidermoid carcinoma', 'rhabdomyosarcoma', 'breast cancer', 'nsclc', 'non-small cell lung cancer', 'lymphoma', 'pancreatic ductal adenocarcinoma', 'lung adenocarcinoma', 'cervical cancer', 'lung cancer']
28191452	['small cell lung cancer', 'prostate cancer', 'urothelial cell carcinoma', 'breast cancer', 'bladder cancer', 'lung cancer']
23925389	['ovarian neoplasm', 'hepatocellular carcinoma', 'malignant tumor', 'pediatric hepatocellular carcinoma', 'primary ovarian cancer', 'endocervical adenocarcinoma', 'cervical adenocarcinoma', 'lymphoma', 'melanoma', 'epidermoid carcinoma', 'ovarian cancer']
33037194	['sarcoma', 'breast cancer', 'bladder cancer', 'neuroblastoma', 'melanoma', 'breast tumor', 'lung cancer', 'ovarian carcinoma', 'ovarian cancer', 'mammary cancer', 'prostate cancer', 'rectal cancer', 'renal cell carcinoma', 'colon cancer', 'lymphoma', 'breast carcinoma', 'gastrointestinal', 'colorectal cancer', 'pancreatic cancer', 'glioblastoma']
28191452	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'bladder cancer', 'renal cell carcinoma']
27553392	['small cell lung cancer', 'prostate cancer', 'conjunctival melanoma', 'astrocytoma', ' gbm ', 'non-small cell lung cancer', 'uveal melanoma', 'glioblastoma', 'melanoma', 'renal cell carcinoma', 'cutaneous melanoma', 'lung cancer']
33050144	['sarcoma', 'squamous cell carcinoma', 'rhabdomyosarcoma', 'breast cancer', 'bladder cancer', 'leukemia', 'peripheral t-cell lymphoma', 'melanoma', 'ovarian cancer', 'lung cancer', 'cutaneous t-cell lymphoma', 'osteosarcoma', 'renal cell carcinoma', 'childhood rhabdomyosarcoma', 'lymphoma', 'hepatocellular carcinoma', 'urinary bladder cancer', 'pancreatic cancer', 'glioblastoma']
28191452	['prostate cancer']
31480389	['squamous cell carcinoma', 'neuroblastoma', 'liver cancer', 'melanoma', 'pancreatic ductal adenocarcinoma', 'squamous cell carcinoma of the head and neck', 'lung cancer', 'ovarian cancer', 'glioma', 'prostate cancer', 'nsclc', 'non-small cell lung cancer', 'oesophageal adenocarcinoma', 'rectal cancer', 'chronic lymphocytic leukaemia', 'renal cancer', ' cll ', 'small cell lung cancer', 'head and neck squamous cell carcinoma', 'low grade glioma', 'lymphocytic leukaemia', 'carcinoma of the head and neck', 'colorectal cancer', 'gastric cancer']
27553392	['prostate cancer', 'bladder cancer', 'prostate adenocarcinoma', 'renal cell carcinoma', 'prostate carcinoma', 'papillary renal cell carcinoma', 'melanocytic nevi']
23925389	['endometrial carcinoma', 'endometrial cancer', 'prostate cancer', 'endometrial ca', 'nsclc', 'penile carcinoma', 'invasive cribriform carcinoma', 'non-small cell lung carcinoma', 'lung carcinoma', 'renal clear cell carcinoma']
31930708	['epithelial cancer', 'breast cancer', 'breast tumor', 'mammary tumor']
28191452	['prostate cancer', 'breast tumor', 'lung cancer']
27553392	['nodular melanoma', 'sarcoma', 'breast carcinoma', 'brain cancer', 'astrocytomas', 'rhabdomyosarcoma', 'mammary analogue secretory carcinoma', 'ependymoma', 'neuroblastoma', 'astrocytoma', 'melanoma', 'alveolar rhabdomyosarcoma', 'medulloblastoma']
31930708	['breast cancer', 'mammary tumor']
27553392	['ovarian carcinoma', 'sarcoma', 'leiomyosarcomas', 'endometrial cancer', 'gastrointestinal', 'endometrial ca', 'neuroblastoma', 'leiomyosarcoma', 'ovarian cancer']
28191452	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'breast cancer', 'bladder cancer', 'urinary bladder cancer', 'renal cell carcinoma']
33111070	['cholangiocarcinoma', 'bile duct cancer', 'bladder cancer', 'intrahepatic cholangiocarcinoma', 'gallbladder cancer']
23925389	['skin melanoma', 'hepatocellular carcinoma', 'malignant pleural mesothelioma', 'melanoma', 'mesothelioma', 'langerhans cell', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'renal cell carcinoma', 'cutaneous melanoma', 'renal carcinoma']
27553392	['endometrial carcinoma', 'endometrial cancer', 'squamous cell carcinoma', 'breast carcinoma', 'endometrial ca', 'breast cancer', 'uterine serous carcinoma', 'non-small cell lung carcinoma', 'lung carcinoma', 'cervical cancer', 'ovarian cancer']
29706891	['prostate cancer', 'myelodysplastic', 'germ cell tumor', 'kidney cancer', 'germ cell tumors', 'testicular germ cell cancer', 'hematologic cancer', 'bladder cancer', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'testicular cancer', 'acute myeloid leukemia', 'renal cancer']
27553392	['breast carcinoma', 'skin cancer', 'breast cancer', 'neurofibroma', 'mucinous adenocarcinoma', 'epithelioma', 'lymphoma']
33111070	['cholangiocarcinoma', 'bile duct cancer', 'bladder cancer', 'intrahepatic cholangiocarcinoma', 'gallbladder cancer', 'colon cancer', 'liver cancer', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma']
31480389	['Gastrointestinal stromal tumor', 'gastrointestinal', 'breast cancer', 'gastrointestinal stromal tumor', 'gastrointestinal stromal tumors', 'b-cell lymphoma', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'retinoblastoma', 'esophageal cancer', 'ovarian cancer']
29706891	['prostate cancer', 'myelodysplastic', 'breast cancer', 'hematologic cancer', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', ' aml ', ' rcc ', 'lymphoid leukemia']
27553392	['oligodendroglial neoplasm', 'sarcoma', 'leiomyosarcomas', 'rhabdomyosarcoma', 'leiomyosarcoma', 'melanoma', 'sarcomatoid carcinoma', 'undifferentiated pleomorphic sarcoma', 'glioma', 'osteosarcoma', 'neurofibroma', 'nerve sheath tumour', 'liposarcoma', 'malignant rhabdoid tumour', 'synovial sarcoma', ' ess ', 'epithelioma', 'lymphoma', 'rectal adenocarcinoma', 'extraskeletal myxoid chondrosarcoma', 'oligodendroglioma', 'ewing sarcoma', 'chondrosarcoma', 'skin cancer', 'gastrointestinal', 'soft tissue sarcoma', 'angiosarcoma']
33111070	['primary liver cancer', 'pancreatic tumor', 'liver cancer', 'colorectal cancer', 'rectal cancer', 'biliary tract cancer']
23925389	['squamous cell carcinoma of the skin', 'squamous cell carcinoma', 'merkel cell carcinoma', 'langerhans cell', 'melanoma', 'cutaneous melanoma', 'malignant melanoma', 'cervical cancer', 'melanocytic nevi']
33126517	['lymphoblastic leukemia', 'multiple myeloma', 'acute lymphoblastic leukemia', 'breast cancer', 'myeloid leukemia', 'leukemia', 'blood cancer', 'myeloma', 'breast tumor', 'lung cancer', 'glioma', 'chronic myeloid leukemia', 'rectal cancer', ' aml ', 'myeloproliferative neoplasms', 'lymphoma', ' cll ', 'hepatocellular carcinoma', 'mantle cell lymphoma', 'chronic lymphocytic leukemia', 'diffuse large b-cell lymphoma', 'myeloproliferative neoplasm', 'b-cell lymphoma', 'colorectal cancer', 'mammary tumor']
27553392	['sarcoma', 'leiomyosarcomas', 'liposarcoma', 'ewing sarcoma', 'squamous cell carcinoma', 'head and neck squamous cell carcinoma', 'rhabdomyosarcoma', 'synovial sarcoma', 'gastric carcinoma', 'medullary carcinoma', 'thyroid cancer', 'leiomyosarcoma', 'lung carcinoma', 'soft tissue sarcoma', 'undifferentiated pleomorphic sarcoma', 'angiosarcoma']
33126517	['breast cancer', 'myeloid leukemia', 'leukemia', 'melanoma', 'myeloma', 'breast tumor', 'lung adenocarcinoma', 'ovarian cancer', 'lung cancer', 'prostate cancer', ' cml ', 'chronic myeloid leukemia', 'rectal cancer', 'colon cancer', 'neck cancer', 'neuroendocrine tumor', 'head and neck cancer', 'colorectal cancer', 'pancreatic cancer', 'gastric cancer', 'mammary tumor']
32316322	['small cell lung cancer', 'nsclc', 'non-small cell lung cancer', 'lung carcinoma', 'lung adenocarcinoma', 'lung cancer']
23925389	['malignant tumor', 'follicular lymphoma', 'marginal zone lymphoma', 'breast cancer', 'lymphocytic leukaemia', 'mantle cell lymphoma', 'chronic lymphocytic leukaemia', 'cll/sll', 'b-cell lymphoma', 'lymphoma', 'breast tumor', 'cervical cancer']
31480389	['lymphoblastic leukemia', 'squamous cell carcinoma', 'cholangiocarcinoma', 'acute lymphoblastic leukemia', 'breast cancer', 'brain tumors', 'neuroblastoma', 'leukemia', 'liver cancer', 'melanoma', 'ovarian cancer', 'medulloblastoma', 'glioma', 'lung cancer', 'primary peritoneal cancer', 'prostate cancer', 'adolescents', 'nsclc', 'non-small cell lung cancer', 'rectal cancer', 'lymphoma', 'small cell lung cancer', 'head and neck squamous cell carcinoma', 'acute leukemia', 'fallopian tube cancer', 'colorectal cancer', 'glioblastoma']
29706891	['prostate cancer', 'malignant tumor', 'squamous cell carcinoma', 'urothelial cell carcinoma', 'kidney cancer', 'clear cell renal cell carcinoma', 'bladder cancer', 'chromophobe renal cell carcinoma', 'renal cell carcinoma', 'testicular cancer', 'renal cancer', 'spindle cell carcinoma', 'papillary renal cell carcinoma', ' rcc ', 'renal carcinoma']
27553392	['sarcoma', 'squamous carcinoma', 'head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'paranasal sinus', 'rhabdomyosarcoma', 'carcinoids', 'osteosarcoma', 'neuroblastoma', 'nasopharyngeal carcinoma', 'adrenocortical carcinoma']
29706891	['prostate cancer', 'malignant neoplasm', 'renal cell carcinoma', 'spindle cell carcinoma', ' rcc ', 'renal carcinoma']
33050144	['glioma', 'cutaneous t-cell lymphoma', 'malignant tumor', 'pancreatic cancer', 'breast cancer', 'leukemia', 'lymphoma', 'melanoma', 'glioblastoma']
27553392	['hodgkins lymphoma', 'plasmablastic lymphoma', 'mantle cell lymphoma', 'b-cell lymphoma', 'lymphoma', 'burkitt lymphoma', 'follicular lymphoma']
29706891	['germ cell tumor', 'germ cell tumors', 'testicular cancer', ' rcc ', 'lung cancer']
23925389	['mature b-cell neoplasm', 'small cell lung cancer', 'squamous carcinoma', 'squamous cell carcinoma', 'nsclc', 'lymphoplasmacytic lymphoma', 'non-small cell lung cancer', 'lymphoma', 'non-small cell lung carcinoma', 'lung carcinoma', 'epidermoid carcinoma', 'lung adenocarcinoma', 'lung cancer']
27553392	['sarcoma', 'bone marrow fibrosis', 'myelodysplastic', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'myeloproliferative neoplasm', 'lymphoma', 'acute myeloid leukemia', 'myelofibrosis', 'follicular lymphoma']
33050151	['adenocarcinoma of the pancreas', 'melanoma', 'breast cancer', 'pancreatic tumor', 'epithelial cancer', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
30792186	['gastrointestinal', 'colon cancer', 'colorectal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma', 'colon adenocarcinoma']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'bladder cancer', 'testicular cancer', 'renal cell carcinoma', ' rcc ', 'renal carcinoma', 'lung cancer']
23925389	['lymphoblastic leukemia', 'small cell lung cancer', 'squamous cell carcinoma', 'malignant neoplasm', 'nsclc', 'mucinous adenocarcinoma', 'leukemia', 'epithelioma', 'non-small cell lung cancer', 'non-small cell lung carcinoma', 'lymphoma', 'lung carcinoma', 'thymoma', 'lung adenocarcinoma', 'lung cancer']
27553392	['small cell lung cancer', 'squamous cell carcinoma', 'lung neoplasm', 'nsclc', 'thymoma', 'carcinoids', 'colon cancer', 'non-small cell lung cancer', 'lymphoma', 'lung carcinoma', 'non-small cell lung carcinoma', 'papillary adenocarcinoma', ' aml ', 'lung adenocarcinoma', 'lung cancer']
23925389	['lymphoblastic leukemia', 'lymphoplasmacytic lymphoma', 'diffuse large b-cell lymphoma', 'leukemia', 'b-cell lymphoma', 'plasma cell myeloma', 'lymphoma', 'burkitt lymphoma', 'thymoma', 'myeloma', 'follicular lymphoma']
33050151	['pancreatic cancer']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'bladder cancer', 'renal cell carcinoma', 'testicular cancer', 'renal cancer', 'bronchogenic carcinoma']
30979792	['sarcoma', 'chronic myelogenous leukemia', ' cml ', 'chronic myeloid leukemia', 'rhabdomyosarcoma', 'melanoma', 'nsclc', 'osteosarcoma', 'myeloid leukemia', 'leukemia', 'lung carcinoma', 'colorectal cancer', 'rectal cancer', 'myelogenous leukemia', 'lung cancer']
23925389	['chronic myelogenous leukemia', 'acute leukemia', ' cml ', 'diffuse large b-cell lymphoma', ' hl ', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'hodgkin lymphoma', 'myelogenous leukemia']
27553392	['small cell lung cancer', 'sarcoma', 'squamous cell carcinoma', 'malignant pleural mesothelioma', 'nsclc', 'mesothelioma', 'non-small cell lung cancer', 'lymphoma', 'thymoma', 'lung adenocarcinoma', 'lung cancer']
30979792	['sarcoma', 'head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'pancreatic cancer', 'rhabdomyosarcoma', 'hypopharyngeal cancer', 'nsclc', 'osteosarcoma', 'neuroblastoma', 'pharyngeal cancer', 'rectal cancer', 'colorectal cancer', 'melanoma', 'glioblastoma', 'pancreatic ductal adenocarcinoma']
29706891	['prostate cancer', 'kidney cancer', 'transitional cell carcinoma', 'bladder cancer', 'leukemia', 'urinary bladder cancer', 'melanoma', 'renal cell carcinoma', 'testicular cancer', 'renal carcinoma']
22574198	['sarcoma', 'multiple myeloma', 'breast cancer', 'osteosarcoma', 'liver cancer', 'myeloma']
23925389	['plasma cell neoplasm', 'multiple myeloma', 'angioimmunoblastic t-cell lymphoma', 'plasmablastic lymphoma', 'plasma cell neoplasms', 'anaplastic large cell lymphoma', ' hl ', 'b-cell lymphoma', 'lymphoma', 'myeloma']
27553392	['small cell lung cancer', 'skin cancer', 'nsclc', 'non-small cell lung cancer', 'lymphoma', 'lung adenocarcinoma', 'lung cancer']
30792186	['endometrial cancer', 'endometrial ca', 'colon cancer', 'colorectal cancer', 'rectal cancer']
22574198	['mammary cancer', 'sarcoma', 'breast cancer', 'osteosarcoma', 'melanoma', 'prostate carcinoma', 'mammary tumor']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'bladder cancer', 'urinary bladder cancer', 'melanoma', 'renal cell carcinoma']
22778956	['sarcoma', 'squamous cell carcinoma', 'rhabdomyosarcoma', 'desmoplastic small round cell tumor', 'breast cancer', 'leiomyosarcoma', 'alveolar rhabdomyosarcoma', 'Gastrointestinal stromal tumor', 'inflammatory myofibroblastic tumor', 'gastrointestinal stromal tumor', 'osteosarcoma', 'myxoid liposarcoma', 'histiocytoma', 'dermatofibrosarcoma protuberans', 'liposarcoma', 'malignant peripheral nerve sheath tumor', 'synovial sarcoma', 'ewing sarcoma', 'chondrosarcoma', 'gastrointestinal', 'congenital fibrosarcoma', 'clear cell sarcoma', 'malignant fibrous histiocytoma', 'soft tissue sarcoma', 'lung squamous cell carcinoma', 'myxoid/round cell liposarcoma']
32864586	['breast cancer', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'gastric cancer', 'ovarian cancer']
27553392	['small cell lung cancer', 'merkel cell carcinoma', 'squamous cell carcinoma', 'skin cancer', 'nsclc', 'mesothelioma', 'non-small cell lung cancer', 'melanoma', 'malignant melanoma', 'spitzoid melanoma', 'lung cancer']
22778956	['sarcoma', 'squamous cell carcinoma', 'malignant pleural mesothelioma', 'synovial sarcoma', 'mesothelioma', 'kaposi sarcoma', 'vascular tumors', 'lymphoma', 'malignant mesothelioma', 'soft tissue sarcoma', 'primary effusion lymphoma', 'lung adenocarcinoma', 'angiosarcoma']
23925389	['sarcoma', 'neuroendocrine tumor', 'colorectal cancer', ' hl ', 'pancreatic neuroendocrine tumors', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'esophageal carcinoma', 'esophageal cancer']
29706891	['prostate cancer', 'myelodysplastic', 'kidney cancer', 'bladder cancer', 'myelodysplastic syndromes', 'myelodysplastic syndrome', 'renal cancer', 'prostate carcinoma']
22778956	['sarcoma', 'ewing sarcoma', 'malignant tumor', 'Gastrointestinal stromal tumor', 'gastrointestinal', 'malignant peripheral nerve sheath tumor', 'synovial sarcoma', 'gastrointestinal stromal tumor', 'mesothelioma', 'neuroblastoma', 'neurofibroma', 'bladder cancer', 'clear cell sarcoma', 'gastrointestinal stromal tumors', 'leiomyosarcoma', 'soft tissue sarcoma']
27553392	['breast carcinoma', 'malignant neoplasm', 'skin cancer', 'breast cancer', 'melanoma', 'cutaneous melanoma']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'leukemia', 'testicular cancer', 'melanoma', 'renal cell carcinoma']
27553392	['breast carcinoma', 'multiple myeloma', 'breast cancer', 'male breast cancer', 'chronic lymphocytic leukemia', 'diffuse large b-cell lymphoma', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'myeloma']
